original_index,sentence,sentiment,translation_en,translation_hi
30359,mahoday uppcl ka hal bhut kharab hai varanasi complain karn k bad bhi karywahi nahi ho rhi hai surat cand nan,neutral,"The situation at UP Power Corporation Limited in Varanasi is very bad, even after complaining, no action is being taken.","महोदय, उप्पसी के हाल बहुत खराब है, वाराणसी में शिकायत करने के बाद भी कार्यवाही नहीं हो रही है सर चंद्र नाथ।"
30361,bahut dukh hua ki hindi rgion itna seat dilan ke bawjud hame kisi bhi news anchor ki minist,neutral,"It was very disappointing that despite Hindi region having so many seats, we didn't get any news anchor position.",बहुत दुख हुआ कि हिंदी रेजियन में इतने सीट दिलाने के बावजूद हमें किसी भी न्यूज़ अनचर की मिनिस्ट्री नहीं मिली।
30362,mainey baba key mangal aarti key samay inhein dekha hai subah subah padhtey huy vishwanath mandir mein,neutral,I saw him early in the morning at Vishwanath temple during Mangal aarti.,मैंने बाबा की मंगल आरती के समय उन्हें सबह सबह पढ़ते हुए विश्वनाथ मंदिर में देखा है।
30364,13 jcb ki khudai dekhn tum nehi jaat ho kya 's trend bcz jcb meme n r hilar,positive,You have no idea what's trending because JCB memes are hilarious,13 JCB की खुदाई देखने तुम नहीं जा रहे क्या 's trend है क्योंकि JCB मिमेस बहुत मजेदार हैं
30367,veri correct jhandu akhilesh baap chacha ne kursi pe bitha diya khud ko,neutral,"very correct, Akhilesh uncle made me sit on the chair himself",वेरी कोरेक्ट झंडू अखिलेश बाप चाचा ने कुरसी पे बिठा दिया खुद को
30370,gupta15 provis wast dispos palampur distt kangra himach pradesh wish swach bharat nan,neutral,"Gupta15 provided waste disposal in Palampur district of Kangra, Himachal Pradesh as part of Swachh Bharat mission",गुप्ता15 प्रोविज वेस्ट डिस्पोज़ पालमपुर डिस्ट्रिक्ट कंगड़ा हिमाचल प्रदेश इश स्वच्छ भारत मिशन
30372,sn world cup broan u know record indiathukega ye aag pich see 😂😂😂 nan,neutral,SN World Cup broad you know record India will also see 😂😂😂 nah,स्न वर्ल्ड कप ब्रो आउ जानते हो रिकॉर्ड इंडिया थकेगा यह एग पिच सी 😂😂😂 नन
30376,yay hit best friend shame tell could put lucki egg 😭 nan,neutral,yay hit best friend shame tell could put lucky egg 😭 nan,ये हिट बेस्ट फ्रेंड शैम टेल कुल्ड प्युट लकी एग 😭 नान
30381,kp govt bhari pari usko tou chor imran khan khud ne bhi ais apni pasand banday lagay hain without due process nan,neutral,"The KP government heavily criticized him, but Imran Khan himself has also appointed his favorite people without due process.",के पी सरकार बहुत परिणामस्वरूप उसे तो छोड़ दिया इम्रान खान ने खुद ही अपनी पसंद के लोगों को नियमित प्रक्रिया की अवहेलना करते हुए नियुक्त कर दिए हैं।
30386,superb chindi movi amar boss abhi anna act ontu chindi act marvel ambi appaji scene,positive,"superb Indian movie, my boss is such a great actor, his scenes are amazing","सुपर चिन्दी मूवी, अमर बोस अभी अन्ना के अंतु चिन्दी अक्टिंग काम सच्चे मार्वल है, अम्बी अप्पाजी की सीन भी"
30389,bharat naam hi kafi hai hit hone k liy uspar hai toh gurante hai super hot ki ky,positive,"The name Bharat is enough for it to be a hit, but if it's on top, then it's guaranteed to be super hot.","भारत नाम ही काफ़ी है हिट होने के लिए, उसपर है तो सुरक्षा है सुपर होट की"
30396,smriti irani ne amethi ki neev jo eent 2014 rakhi thi uspar 5 saal kaam kiya aur wo 2019 asli kaam dikha g,positive,"Smriti Irani worked for five years in Amethi, where she had been placed in 2014, and truly showed her mettle in 2019.","स्मृति इरानी ने अमेथी की नीव जो 2014 में रखी थी, उसपर 5 साल काम किया और वह 2019 में असली काम दिखाया।"
30398,love sahab lailatulqadar mumbarak ho aur islam birthday pakistan mumbarak ho nan,neutral,love friends may lailatul qadr be blessed and happy birthday to pakistan man,लव साहब लैलतुलकदर मुबारक हो और इस्लाम का पाकिस्तान की बर्थडे मुबारक हो नन
30406,kyu n labh hoga hindutva ka labh hai ekta labh hai tum jais bewkuf hindu k wajah bahut sal,negative,"What's the benefit? Hindutva's benefit is unity, but because of fools like you, it's all messed up.","क्यूँ नहीं, हिंदुत्व का लाभ है, एकता में लाभ है, तुम जैसे बेवकफ हिंदुओं के वजह से बहुत सालगिरी।"
30408,agre teri behno jaisa acha maal nahi meray pass meray pass arsha ja,neutral,"agree, I don't have anything as good as your sister's stuff, I only have Arsha",अगर तेरी बहनो जैसा अच्छा माल नहीं मेरे पास मेरे पास आर्ष जा
30411,rss jo haal pakistan hindu ka h wo kisi se chupa nhi h aur yha muslim ko darr lgta h apn astitva,negative,"The condition of Hindus in Pakistan is no secret, and it scares Muslims here about their own existence.",रस्स जो हाल पाकिस्तान के हिंदुओं का है वह किसी से छुपा नहीं है और यहाँ मुस्लिमों को डर लगता है अपने अस्तित्व के बारे में
30413,hum congress se aur congress se rhege humar irado ko ye kya todeg gods ko desh bhakt mann wal,neutral,"We will be with Congress and Congress will fulfill our demands, what will the gods and country-loving people do?","हम कांग्रेस से और कांग्रेस से रहेगे, हमारे इरादों को ये क्या टोड़ेगा गॉड्स को देश भक्त मन वाले"
30416,rathe sahi h par ek aur main mudda h ki ye bjp wale hame kvi dharm ke nam pe kvi rastr,neutral,it's quite good but there is another main issue that these BJP people sometimes use religion or nationalism against us,राते सही है पर एक और मुख्य मुद्दा है कि ये बजपी वाले हमें कभी धर्म के नाम पर कभी राष्ट्र का दबाव डालते हैं।
30417,jab se cabl siystem lagha hamra transfamir 3sri bar jal gaya aur hum khud banwatey hein sir bil bi datey afso nan,neutral,"Ever since the cable system was installed, our transformer has blown three times and we have to fix it ourselves, even if it means breaking some rules.",जब से केबल सिस्टम लगा हमारा ट्रांसफॉर्मर तीन बार जल गया और हम खुद बनाते हीं सर बिल भी देते हैं अफसोस
30423,karan cute keeptheban,neutral,"Karan, cute, keep the ban.",कारण अच्छा रखो
30424,say drop name ask question .😜 1 age 2 height 3 fav song 4 birthday 5 bad habit 6 best friend 7 good h nan,neutral,say drop name ask question. 😜 1 age 2 height 3 favorite song 4 birthday 5 bad habit 6 best friend 7 good habit,नाम पूछो 😜 1 उम्र 2 लंबाई 3 पसंदीदा गाना 4 जन्मदिन 5 खराब आदत 6 सबसे अच्छा दोस्त 7 अच्छी चीजें
30425,anna congratul hope u becom good cm kcr telangana & work togeth water probl,positive,"Anna, congratulations! Hope you become a good CM and work together on the water problem in Telangana.","अन्ना अभिनंदन, उम्मीद है आप एक अच्छे मुख्य मंत्री के रूप में टेलंगाणा के सीएम के रूप में काम करेंगे और पानी की समस्या को दूर करने के लिए साथ मिलकर काम करेंगे।"
30428,tamam bjp suppot bjp4telangana bjp ko naya govern mobarak ho nan,positive,Congratulations to BJP for forming a new government in Telangana,सभी BJP सपोर्टर बJP4Telangana को नया शासन मुबारक हो
30432,vksingh vote select trust,positive,vksingh vote select trust,व्कसिंह वोट सेलेक्ट ट्रस्ट
30434,hum dheer dheer exam feel like promot song better colleg,neutral,we slowly started feeling that the exam songs were better than college,हम धीरे धीरे एग्जाम का फील लाइक प्रोमॉट सोंग बेटर कॉलेज
30436,congreess ne bulaya tha kya 2001 kargil ke shahido ko ulta congreessi mc saal k,negative,Was the Congress trying to disgrace the martyrs of the 2001 Kargil war by naming a road after them?,कांग्रेस ने 2001 करगिल के शहीदों को उल्टा कांग्रेसी मसीहा साल का बुलाया था।
30441,congratul best wish new inning parnam aap ko sub ka saath sub ka vika,positive,Congratulations and best wishes for your new beginning. May everyone be with you and may you prosper.,बधाई देने और सबसे अच्छी कामनाएँ आपको नए इनिंग में पूरा साथ और सबका विकास
30444,apka jaisa neta maa ka jaisa chavi jo pure desh wasio mere liy aap meri maa hai apn sabko,positive,A leader like you is like a mother's key that opens the heart of the entire country. You are like a mother to all of us.,"आपके जैसा नेता माँ की तरह चावी जो पूरे देश के लिए हैं, मेरे लिए आप मेरी माँ हैं, आप सबके लिए हैं।"
30445,chaku hafidz shit sherlock nan,neutral,chaku hafidz shit sherlock nan,चाकु हफिज़ शिट शेरलॉक नन
30447,sir ji ravi kumar ke show jyeng pravakta kyu ki udar dhoda feel gud hoga nan,neutral,"Sir, Ravi Kumar's show will have a good feel because of his eloquent and confident presence.",सर जी रवि कुमार के शो में प्रवक्ता कियोंकि उदार धोड़ा फील गूड होगा न
30450,mirza kyon matlab english zubaan mein dua kart hain unki dua qabool nahi hoti ho gayi hai allah un,negative,"why does mirza pray in English, may his prayers never be accepted by Allah","मिर्जा क्यों मतलब अंग्रेज़ी भाषा में दुआ करते हैं, उनकी दुआ कभी नहीं इकबाल होती है, अल्लाह उनसे"
30457,jay hind jay jawan jay bharat proud indian armi bhartiya jawano par hame ga,neutral,Jay Hind Jay Jawan Jay Bharat Proud Indian Army we salute the Indian soldiers,जय हिंद जय जवान जय भारत प्रौड़ इंडियन आर्मी भारतीय जवानों पर हमें गाओ
30460,reveal first look upcom song raflan de ghode newsong song punjabisong,positive,reveal the first look of the upcoming song Raflan De Ghode Newsong Punjabi Song,पहला लुक रिवेल कर दो आगामी गाने रफ़्लन दे घोड़े न्यूसंग संग पंजाबीसंग
30462,jai jai shri ram jai jai shri ram begusarai ( bihar ) . jai jai shri ram ram ram ki jai ho nan,positive,"Victory to Lord Ram, victory to Lord Ram in Begusarai (Bihar). Victory to Lord Ram, may the glory of Ram prevail.",जय जय श्री राम जय जय श्री राम बेगूसराय (बिहार)। जय जय श्री राम राम राम की जय हो नन
30466,much better live tri b sum1 els win lose u never regret integr & wh nan,positive,"much better to try and let someone else win or lose, you never regret integrity and what not","कहीं बेहतर है, किसी और जीते या हारे, तुम पछताओगे नहीं। इंटीग्र में समय गुजारना अच्छा है।"
30471,tyisi yho ha endgam incred movi rha futsek mahn sie nan,positive,"This is such an amazing movie, it left me speechless.","ये एंडगेम इनक्रेडिबल मूवी है, फटसेक में सबसे अच्छा है।"
30473,ye pakistani bc beijjat hone ke liy hi paida hue hain 😂 nan,negative,These Pakistani bitches were born to be sluts 😂 damn,ये पाकिस्तानी बीसी बेइज़ाज़ होने के लिए ही पैदा हुए हैं 😂 नन
30475,manish itihaa hume sikhata hai ki hum itihaa se kuch nahi sikht bjp ne yeh hi sikhaya hai ki sab purvajo ne,negative,"Manish, history teaches us that we learn nothing from history; the BJP has shown us that we forget our ancestors.","मनीष इतिहास हमें सिखाता है कि हम इतिहास से कुछ नहीं सीखते, BJP ने यही सिखाया है कि सब पूर्वजों ने"
30476,kitna nich girog pure des pole khul rahi yaad rahe vakat rukta nahi sudhar jav forgendna,negative,"how lowly the filth spreads across the whole country, memories remain but time doesn't stop, things don't improve, they just get forgotten",कितना नीच गिरोग पुरे देश पोले खुल रही याद रहे वक्त रुकता नहीं सुधर जाव फोर्गेट ना
30480,memon taubaa itnay veley log hain jo py b issu creat kr rhi 🤦‍♀️🤦‍♀️ kch ni ho skta mulq ka nan,neutral,There are so many people who are just creating drama 🤦‍♀️🤦‍♀️ nothing can be done about it,मेमन तौबा इतने वेले लोग हैं जो प्यार से इस्सु क्रिएट कर रही 🤦‍♀️🤦‍♀️ कुछ नहीं हो सकता मुल्क का नान
30481,2 meri ni hai pata ni kiski hai yeh shope main 3pz phno ga 🤪 nan,neutral,"2 I don't know whose it is, in this shop there are 3 pieces of phone cover 😂","2 मेरी नहीं है, पता नहीं किसकी है ये शोप में 3 पीस फोन गा 🤪 नान"
30484,ovo vreme prebrzo prolazi ne moze ovo ovako nan,neutral,"this time passes too quickly, it can't go on like this","यह समय बहुत तेज़ ही गुजर रहा है, ऐसा नहीं हो सकता।"
30487,let mankind say amen-shalom-allah meri love light truth nan,positive,"let mankind say amen, shalom, allah, my love, light, truth",मानवता अमेन-शालोम-अल्लाह मेरी प्रेम प्रकाश सत्य कहे
30488,es desh tum jais chutiy raheg kais koi apna parti ka prawakta bhejega midia desh ka 4th,negative,"This country will remain full of idiots like you, how can anyone send their party spokesperson to such a media event in this country's fourth?","ये देश तुम जैसी चुतियों का रहेगा कैसे, कोई अपनी पार्टी का प्रवक्ता भेजेगा मीडिया देश का 4th?"
30492,judg media ka ahtesab kab kon kare ga kia hamesha politician hi qurbani ka bakra banen gai nan,neutral,When will the judiciary hold the media accountable? Why should politicians always be the scapegoats?,"जज मीडिया का इहतिसाब कब कौन करेगा, क्या हमेशा सीअसी ही त्याग का भेड़ा बने नहीं?"
30494,khan sir apka ek movi dekna tha nahi milraha hai raja hindustani full movi plz amir sir nan,positive,"I couldn't find a movie by Khan sir, please share the full movie Raja Hindustani with Amir sir.",खान सर आपका एक मूवी देखना था लेकिन मिल नहीं पा रहा है। 'राजा हिंदुस्तानी' की पूरी मूवी कृपया अमिर सर नाम से ढूंढ़ लीजिए।
30496,import skyshowpol question pride hat better - old logo ( top ⬆️⬆️⬆️ ) - new logo ( bottom ⬇️⬇️⬇️ ) … nan,neutral,import skyshowpol question pride hat better - old logo ( top ⬆️⬆️⬆️ ) - new logo ( bottom ⬇️⬇️⬇️ ) … nan,import skyshowpol प्रश्न गौरव हात बेहतर - पुराना लोगो ( ऊपर ⬆️⬆️⬆️ ) - नया लोगो ( नीचे ⬇️⬇️⬇️ ) … nan
30498,itn pakistan ne ni khele jitn mene roze rakhly 🙁 pakvwi wc19 ramadan wc2019 pakistancricketteam nan,neutral,Pakistan didn't play as much as I kept fasts 😦 Pakistan WC19 Ramadan WC2019 PakistanCricketTeam NaN,पाकिस्तान ने उतना कहीं खेला जितना मैंने रोज़े रखले 🙁 पाकवी वसीयत 19 रमजान वसीयत 2019 पाकिस्तानक्रिकेटटीम नान
30504,mera pet dard ho raha jas hash ke 😂😂 ye arsal kitna bada dramebaaz hai 🤣🤣 special sahana bejaan ke saman 😂😂,negative,my stomach hurts so badly 😂😂 this guy is such a big drama queen 🤣🤣 especially when he acts like a lifeless doll 😂😂,मेरा पेट दर्द हो रहा है जैसे हश के 😂😂 ये आर्सल कितना बड़ा ड्रामबाज़ है 🤣🤣 स्पेशल सहना बेजान के समान 😂😂
30508,chhidvada par hardik badhai subhkamnay jarur aap jald se jald atithi vidvano krapa drasti kare ek ye hi nan,positive,"Best wishes and congratulations! Please do give your blessings to the guests as soon as possible. Just one thing though,",चिड़वड़ा पर हार्दिक बधाई सुभकामनाएँ जरूर आप जल्द से जल्द अतिथि विद्वानों की कृपा दृष्टि करें यही नान
30510,congress walo ko hindustan k swabhiman se kya lena dena wo sirf kurshi k pyas hai neharu gandhi ki famili ban k ba nan,negative,The Congress people have no connection with India's pride; they are just thirsty for power ever since the Nehru-Gandhi family came to power.,"कांग्रेस वालों को हिंदुस्तान के स्वभिमान से क्या लेना-देना, वो सिर्फ कुर्सी की प्यास है, नेहरू-गाँधी की परिवार बनकर भी नहीं।"
30512,🌷 dhan 🌷 dhan 🌹 satguru 🌹 🌹 tera 🌹 hi 🌷 aasra 🌷 g 🙏 🌹 pyar 🌹 sohn 🌹 dilbar 🌹 🌹 mahi 🌹 rabb 🌹 jaan 🌹 papa 🌹 g 🙏🌺 gud 🌸 morn 💐 g 🙏…,neutral,🙏 flower dhan 🌷 dhan 🌹 satguru 🌹 🌹 tera 🌹 hi 🌷 aasra 🌷 g 🙏 🌹 love 🌹 son 🌹 beloved 🌹 🌹 mahi 🌹 lord 🌹 know 🌹 papa 🌹 g 🙏🌺 good 🌸 morning 💐 g 🙏...,🌷 धन 🌷 धन 🌹 सतगुरु 🌹 🌹 तेरा 🌹 ही 🌷 आश्रय 🌷 ग 🙏 🌹 प्यार 🌹 सोहन 🌹 दिलबाज़ 🌹 🌹 मही 🌹 रब्ब 🌹 जान 🌹 पापा 🌹 ग 🙏🌺 अच्छा 🌸 सुबह 💐 ग 🙏…
30513,ser firmino har trent alternativt nogen veker ikkj touchet det heila tatt å ha ett par å l spur komm å scora nan,neutral,"Sadio Firmino has Trent as an alternative, but no one really touches it; having a couple to pass and score is enough.",सर फिर्मिनो हार ट्रेंट अल्टरनेटिव्ह नोगन वेकर इक्कज़ टच द हैला तत अपयान पेर ल स्पर कम और स्कोरा नन
30514,nice meet ex - central secretari ts uae basanti baini husband veri happi see mr albert sms t-shirt love nan,positive,"Nice to meet the ex-central secretary's wife Basanti Baini, her husband was very happy to see Mr. Albert's SMS about the T-shirt he loves.",नाइस मीट एक्स-सेंट्रल सचिव UAE बसंती बैनी के पति ने देखा मिस्टर अल्बर्ट का SMS T-शर्ट प्यार नान
30515,sir ek broadband connect lagwa nahn paa rahe aap 20 day se batein bari bari kar rahe nan,neutral,"Sir, I haven't been able to get a broadband connection for 20 days now, and you keep making big promises.",सर एक ब्रॉडबैंड कनेक्शन लगाने में नहीं पा रहे हैं आप 20 दिन से बातें बड़ी बड़ी कर रहे हैं
30516,1 month se nhi sudhn wale godi media ke bhokn wale kute kaam se kam 1 year ke l,negative,"Those useless media dogs who haven't improved in 1 month, they're doing even less after 1 year.",1 महीने से नहीं सुधरने वाले गोदी मीडिया के भूखने वाले कुत्तों का काम से कम 1 साल का
30519,vn 👉,neutral,vn 👉,vn 👉
30522,10 invert ka sabs jyada nuksaan un bachhon ko hua hai jinko light jaan k jaan pe padhna nahi padhta tha,neutral,The maximum loss has been to those children who didn't even need to study by candlelight.,10 इन्वर्ट का सबसे ज्यादा नुकसान उन बच्चों को हुआ है जिनको लाइट जाने के बाद पढ़ना नहीं पड़ता था।
30524,u must get thaa wil b best therapi ever forget useless govern swear nan,negative,"You must get it, that will be the best therapy ever, forget the useless government, I swear man.","तुम्हें वहाँ जाना ही चाहिए, वह सबसे अच्छा थेरपी होगी, बेकार सरकार का सॉना भी भूल जाओगे।"
30528,jaleel saath lekar chalna inh jo bharosha par vote diya hai ussey todnamat q ki shangi har mu,positive,"Jaleel, take them along, don't break the trust of those who voted for you because it's a tough journey.","जलील को साथ लेकर चलना, जिन्हें भरोसे पर वोट दिया है, उससे टोड़नामत क्योंकि शांगी हर मुह"
30529,bahi agla elect 2024 hai energi bacha ke rakh nahi pehl hi exhaust ho jayega ... 🙏🏽 nan,neutral,"brother, the next election is in 2024, save your energy, otherwise you'll be exhausted right at the start... 🙏🏽","बही अगला इलेक्शन 2024 है, ऊर्जा बचाकर रखो नहीं तो पहले ही खत्म हो जायेगा... 🙏🏽"
30536,tujh nahi banayng chote fikr na kr tu suvar hai par kutt ki,positive,"don't worry about small things, you are amazing just as you are","तुझे नहीं बनाया छोटा, फिक्र मत कर, तू सुवर है पर कुत्ता की"
30543,yeh abi world cup ka start tha yeh world cup la rahai hai es bar pakistan p,positive,"This time, Pakistan is bringing the World Cup home.","यह अभी विश्व कप का शुरूआत था, यह बार पाकिस्तान ला रहा है।"
30544,modi ji bilkul jhuth nahi bolt btwiss list digicam aur radar ka jhuth nahi h 😬,positive,Modi Ji doesn't lie at all about the list of digital cameras and radars 😬,मोदी जी किल्ली झूठ नहीं बोलते बटविस लिस्ट डिजिकैम और रडार का झूठ नहीं है 😬
30545,billion billion dollar pound euro etc ka kiy ye khud ki maa ke bhosd ko dhandha chala kr ada karmng kya,neutral,"billion billion dollars pounds euros and so on, what am I running my own mother's cuss business for","बिलियन बिलियन डॉलर पाउंड यूरो आदि का क्या, ये खुद की माँ के भोसड़े को धंधा चलाकर अदा करमंग क्या"
30549,respect modi ji sir app india k chor logo k liy kari se kari saza nikaliy chalt firt bag,positive,"Respect to Modi Ji, you are diligently catching and punishing the corrupt people in India.","मोदी जी सर, आप भारत के चोरों के लिए न्याय सुनिश्चित करते रहते हैं।"
30550,mera taya pakistan cricket ka legend hai parchi lagwadeta lekin bc messi ki waje se footbal ki tarf agaya,neutral,my uncle is a legend in Pakistani cricket but he got interested in football because of Messi,"मेरा चाचा पाकिस्तान क्रिकेट का लीजेंड है, पर चीली लगवाड़ेता लेकिन बीसी मेसी की वजह से फुटबॉल की तरफ़ आ गया।"
30556,koi ram janam lega jo ravan rupi ko narak bhejega isko lagta h ben nan,negative,"someone will be born who will send this Ravana-like person to hell, I feel it's inevitable","कोई राम जन्म नहीं लेगा जो रावण रूपी को नरक भेजेगा, इसे लगता है बेनन"
30558,say cruxh naazir ho tm lanat beshumarrrrrrr nan,neutral,say crush nazir ho tum lanat beshumarrrrr nan,कहो क्रक्स नाज़िर हो तुम लनत बेशुमार नान
30559,happi birthday tander ka na heheheh san handa nan,neutral,Happy birthday tender ka na heheheh saan handa nan,"हैप्पी बर्थडे, टेंडर का नाम हँहँहँ साहब हैंडा नाम"
30566,didi maska mat maro ab appko ghanta kaam deng aur unki chinta,negative,"sister, stop bothering me, now they will give you a hard time and make you worry","दिदी मास्क मत मारो, अब आपको घंटे का काम देंगे और उनकी चिंता"
30567,ye third class polit hame rass nahi ayega apn desh nafarat felat suvar se bhi khrab tnneedshindi nan,negative,"this third-class politics will not get us anywhere, it's even worse than feeling hatred for our own country",ये तीसरी क्लास पोलिट हमे रस्स नहीं आएगा अपने देश से नफरत महसूस करने वाले सुअर से भी खराब ट्रीन्डिंग नाम
30568,perfect 👌🏽 woman real - real woman perfect 👌🏽 . one perfect earth 🌏 . strive fo nan,positive,"perfect 👌🏽 woman really, really perfect 👌🏽. one perfect earth 🌏. strive for none",परफेक्ट 👌🏽 महिला वास्तविक - वास्तविक महिला परफेक्ट 👌🏽। एक परफेक्ट धरती 🌏। स्ट्राइव फॉर नन
30569,hindu bht acha kiya ye bht pehl hi kr dena chahiy tha wais b ye godi media opposit ko insult krne ke ly bulati h nan,neutral,"Hindus did very well, this should have been done much earlier. Anyway, this biased media calls it an insult to the opposition.","हिंदू बहुत अच्छा किया, ये बहुत पहले ही कर देना चाहिए था। वैसे भी, ये गोडी मीडिया विपक्ष को इनसल्ट करने के लिए बुलाती है।"
30573,jodhpur ki janta us gandhi ko bhul gye jo gandhi apn bacho se jyada jodhpur ka dh,neutral,The people of Jodhpur have forgotten that Gandhi who cared for Jodhpur more than his own children.,जोधपुर की जनता उस गाँधी को भूल गयी जो गाँधी अपने बच्चों से ज्यादा जोधपुर का ध्यान रखता था।
30575,indian ye insan h hi nhi ins umid bhi insano wali nhi ker sakt nan,negative,"Indian people are not even human, they can't even act like humans.","इंडियन ये इंसान ही नहीं, उम्मीद भी इंसानों वाली नहीं कर सकता।"
30576,happi birthday maddi kais kahu tuzs rehna hai tere dil 💞 rhtdm 💞,positive,Happy birthday Maddi! How should I say it? You stay in my heart 💞 Rhythm 💞,हैप्पी बर्थडे मद्दी कैसे कहूं तुझसे रहना है तेरे दिल 💞 रहता दीम 🧡
30578,humar desh ke pmoi shree modi ji jish tarah aap ko jaat paat se uth kar logo ne janmat diya hai ushi tarah aap se,positive,"Just like how people have lifted you up from your roots, PM Modi Ji has given birth to you in a similar way.",हमारे देश के प्रधान मंत्री श्री मोदी जी जिस तरह आपको जात-पात से उठा कर लोगों ने जन्म दिया है उसी तरह आप से
30585,savidhan savidhan karog tumhara bap bhi trust tum pe nahi karega savidhan jaha vaha rahega tum,neutral,"constitution constitution will do, even your father won't trust you, wherever he may be",संविधान संविधान करोगे तुम्हारा बाप भी ट्रस्ट नहीं करेगा संविधान जहाँ वहा रहेगा तुम
30587,manoj tiwari ji ki aitihasik jeet par bahut bahut badhai sabhi delhi vasiyo ka dhanyabaad,positive,"Congratulations on Manoj Tiwari's historic win, heartfelt thanks to all the residents of Delhi",मणोज तिवारी जी की ऐतिहासिक जीत पर बहुत बहुत बधाई सब्ही दिल्ली वासियों का धन्यवाद
30588,love high toward trust believ 1 corinthian 1013 king jame version ( kjv ) 13 ha,positive,"Love is patient and kind; it does not envy or boast; it is not proud. It does not dishonor others, it is not self-seeking, it is not easily angered, it keeps no record of wrongs. Love always trusts, always hopes, always perseveres. 1 Corinthians 13:13 (KJV)","प्रेम विश्वास की ओर उच्च है। 1 कोरिनथियन 10:13, किंग जेम्स संस्करण (KJV) 13"
30589,tu kutt ki bacha bhokt reh aur apni aukat batat,negative,you remain a foolish eater and show your limits,तू कुत्ते का बच्चा भोकत रह और अपनी औकत बता
30598,'s clear wo n't minist modi 2 0 govern indian around world miss nan,neutral,It's clear that Modi 2.0 will govern Indian diaspora around the world without missing a beat.,स्पष्ट है कि वह मंत्री मोदी 2.0 सरकार में दुनिया भर में भारत के प्रतिनिधित्व के लिए नहीं होंगे।
30601,sarfaraz ramzan main 1 run 70 k barabar hota hay humn run thek bnay thay ab goron ko nahi pata hum kia karen 😁😁😁 nan,positive,"Sarfaraz Ramzan scored 1 run which was equivalent to 70 runs for us, we managed to build our innings from there and now the opposition doesn't know what we are capable of 😁😁😁","सरफ़राज रमजान में 1 रन 70 के बराबर होता है, हमने रन ठीक से बना दिए थे, अब गोरों को नहीं पता हम क्या करें 😁😁😁"
30604,kya desh ka bhla kreng model ki tarah sanasad jaa rhe h simplic bhi honi cahiy nan,negative,"What good will it do to the country, going to parliament like a model, you should also be simple.","क्या देश का भला करने वाले मॉडल की तरह संसद जा रहे हो, सिंपलीस भी होनी चाहिए न"
30607,lo bhai yeh pappu hai ki manta nahi phir comedi suru kar diya bhai pappu ab bhi nahi sa,neutral,"Dude, this Pappu doesn't agree and then starts comedy, man Pappu still doesn't get it.",लो भाई ये पप्पू है कि मानता नहीं फिर कॉमेडी शुरू कर दिया भाई पप्पू अब भी नहीं सा
30608,licious cheer luv know someon els far wors bella 😘 nan,positive,delicious cheer love knowing someone else far worse beautiful 😘 none,लिशस चीर लव जानो किसी और की फ़ार बेटर बेला 😘 नान
30610,congratul bhot bhot badhai aur subhkamnay sir aap sbhi ko nan,positive,Congratulations and best wishes to all of you!,बहुत बहुत बधाई और सुभकामनाएँ सर आप सभी को
30614,twt rm good speaker hand sexi mental bts realli lucki leader 😭😍 nan,positive,"tw is a good speaker and really lucky leader, hands down sexy mental bts 😭😍 man",ट्विटर रूम में अच्छा स्पीकर हैंड सेक्सी माइंडल बीटीएस वास्तव में लकी लीडर 😭😍 नन
30619,aap jab bhi delhi mein hon aaps milunga miln ka bahut dil kar raha hai manoj mithal bhu-it 81 batch mechan nan,positive,"Whenever you're in Delhi, we'll meet up; I'm really looking forward to it, Manoj Mithal from BHU IT 81 batch, Mech.","आप जब भी दिल्ली में हों आपसे मिलूँगा, मिलने का बहुत दिल खराब हो रहा है मनोज मिथल भुइट 81 बैच मेकनिकल नए"
30620,life understand kaptan sit like tyaari bhi nhi hai exam bhi sirrr pr gay hein nan,neutral,life is such that we don't even prepare for exams and they still end up on our heads,जीवन समझ नहीं पाता कि परीक्षा की तैयारी भी नहीं है और परीक्षा भी सिर पर आ गई है
30621,thinker arey mere jhantu agar encount fake nahi tha gujarat high court ne fir tadipar,negative,"Thinker, for God's sake, if the encounter was not fake, why would the Gujarat High Court have given such a harsh punishment?",थिंकर अरे मेरे झंटू अगर इनकाउंट फ़ेक नहीं था तो गुजरात हाई कोर्ट ने फिर तदिपर नहीं देते
30624,ordin ko tear karna bhi dictatorship hi thi haar ko maniy aur mahnat kark agay bde nahi pata nahi phir kya hoga nan,positive,"Tearing up the ordinance was also dictatorial, but who knows what will happen next, maybe accepting defeat and working hard will lead to a better future.","ऑर्डिन को टीअर करना भी डिक्टेटरशिप ही थी, हार स्वीकार करो और मेहनत करके आगे बढ़ो, नहीं पता फिर क्या होगा, नॉन"
30625,420 sunny568 bi2452 k allah tumi hmesha khush rkhi aur aisi rho q nan,positive,420 sunny568 bi2452 k allah keep you happy and be like that always,420 सन्नी568 बी2452 के अल्लाह तुम्हें हमेशा खुश रखे और ऐसे रहो नान
30627,katarina entri srk veer zaara love look handsom cute charm,positive,"Katarina enters, SRK looks handsome, cute, and charming in Veer Zaara.","कतारीना ने सैली रचना कुमार को वीर ज़ारा में प्यारदार दृश्य दिखाया, हंसम और चार्मिंग।"
30629,shame shame policemen hamara samaaj kidhar ja raha hai hamar sanskar kahan kho gay,neutral,"shame on the police, where is our society heading, where have our values gone?",शेम शेम पुलिसमैन हमारा समाज किधर जा रहा है हमारे संस्कार कहाँ खो गए
