original_index,sentence,label,translation_en,translation_hi
3750,"Apne mote se dimagh par zor dalen take pata chale k agar terrorsits yahan hain,tou blasts bhi yahin par kion?Think!",non-hate,"Put pressure on your big brain to figure out why if terrorists are here, then why are the blasts happening here too? Think!","अपने मोटे से दिमाग पर जोर डालें ताकि पता चले कि अगर आतंकवादी यहाँ हैं, तो फ्लास्टस भी यहीं पर क्यों? सोच!"
3751,Salo rape k ilawah aur kiya ate hai. Porkies,non-hate,"Salo, you eat pork and whatnot.","सालों, रेप के इलावे और क्या किया जा सकता है। पोर्कियज"
3752,Hum khaatey hain COW ka gosht uska khoon nhy peetey!,hate,"We eat COW's meat, we don't drink its blood!","हम गाय का गोश्त खाते हैं, उसका खून नहीं पीते!"
3753,I SO HATE OUR FAkN MEDIA. KYA ZAROORAT HY YAI TAKRA KE? APNI AUKAT DEKHA RAHY HOTA HY INDIANS AUR INKO ZAROOR CHAWAL BANA HOTA HY,hate,I SO HATE OUR DAMN MEDIA. WHAT'S THE NEED FOR THIS ARGUING? INDIANS SHOULD KNOW THEIR PLACE AND THEY MUST BE KEPT IN LINE.,मैं सोचता हूँ कि मैं अपने मीडिया को बहुत नफरत करता हूँ। ये लोग ऐसे तक्रार करने की क्या जरूरत थी? भारतीयों को अपनी सीमा में रहने का ध्यान रखना चाहिए और उन्हें जरूर चावल बनाना चाहिए।
3754,Sir aap kuch logo ki wajah se terrorism ka poora malba sab pakistaniyon k sar phenk rahe. Dil to na dukhayein.,non-hate,"Sir, you are blaming all Pakistanis for terrorism because of a few people. Don't break our hearts.",सर आप कुछ लोगों की वजह से तौरिस्म का पूरा मलबा सारे पाकिस्तानियों के सर फेंक रहे। दिल तो न दुखाएँ।
3755,jb kalbushan ko latkaen ge  to terrorism bhi band hojaega or India or Teri bhi band hojaegi...fikr na kr,non-hate,"If we hang Kalbushan, terrorism will also end, and India and you will be finished... don't worry",जब कल्बुशन को लटकाया जाएगा तो तरॉरिज़्म भी बंद हो जाएगा और इंडिया और तेरी भी बंद हो जाएगी...फिक्र मत कर
3756,Sr agar barud kam pad jaye topic me to mhamara khoon bardenge makkal Mila to in gaddar on ki puri nasal Mira dene.jai bhavani https://twitter.com/sudhirchaudhary/status/876094803368329218 …,hate,"If ammunition runs low on the topic, I will spill my blood. If the people unite against these traitors, we will completely eliminate them. Jai Bhavani","सर अगर बारूद कम पड़ जाए इस मुद्दे में तो मेरा खून बढ़ जाएगा, यदि लोग मिल जाएं तो इन गद्दारों की पूरी नसल मेरी देन चुकानी पड़ेगी। जय भवानी"
3757,Human shield se rape ye kaise hota hai,non-hate,How does using a human shield for rape happen?,मानव शील्ड का इस्तेमाल करके रेप कैसे होता है
3758,Apni Army ko roti do...,non-hate,Feed your army...,अपनी आर्मी को रोटी दो...
3759,Apni aurton ko rape se bachao...,non-hate,Save your women from rape...,अपनी औरतों को रेप से बचाओ...
3760,Humein sirf peace aur love chahiye,non-hate,We just want peace and love,हमें सिर्फ़ शांति और प्रेम चाहिए
3761,Use ghar ki safayi karni hogi.. i wish sanya kabhi mere ghar ayi hoti.pkka mera murder kar deti mera room dekh kar PROUD OF FATIMASANASHAIKH,non-hate,I will have to clean the house... I wish Sanya would come to my house. For sure she would kill me after seeing my room. Proud of Fatima SanashaiKh,घर की सफाई करनी होगी.. मैं चाहता हूँ सान्या कभी मेरे घर आई होती।पक्का मेरा मर्डर कर देती मेरे रूम देख कर प्राउड ऑफ़ फ़ाटिमासनाशीख
3762,Padhe likhe log social media pe nafrat faila the hai isse acha toh hum gawar hi thik the phele. @abpnewstv,hate,Educated people spread hatred on social media; we were better off as farmers before. @abpnewstv,"पढ़े लिखे लोग सोशल मीडिया पर नफरत फैला देते हैं, इससे बेहतर तो हम गवार ही ठीक थे पहले।"
3763,Bhai terrorist ke janak bola jata Pakistan ko .. Atankwaad to inke khoon me hai ek paki ne bola ranking matter nhi krta cup matter nhi karta,non-hate,"Brother, you're called the father of terrorists, Pakistan... terrorism is in their blood, a Paki said rankings don't matter, the cup doesn't matter.",भाई तेर्रोरिस्ट के जनक पाकिस्तान को.. आतंकवाद इनके खून में है एक पाकिस्तानी ने कहा रँकिंग मैटर नहीं करता कप मैटर नहीं करता
3764,1706 AV 1706 AV modinagar bachchi ke sath rape: http://youtu.be/HIptadneYx4?a  via @YouTube,non-hate,1706 AV 1706 AV Modinagar child rape: http://youtu.be/HIptadneYx4?a via @YouTube,1706 एवी 1706 एवी मोदीनगर में बच्चे के साथ रेप: http://youtu.be/HIptadneYx4?a via @YouTube
3765,India Waly Nafrat ko Badhawa Denay ka Koi Mauka Ni Choorty Un Gov To apni jaga un Fazool Channel waly bhi un ki... http://fb.me/5AilOCJy2 ,non-hate,"India should not miss any opportunity to increase hatred, and the government should also give its place to those useless channel guys...",इंडिया वालों की नफरत बढ़ाने का कोई मौका नहीं छोड़ते। उनकी सरकार तो अपनी जगह फजूल चैनल वालों को भी दे देती है...
3766,Lagta hai jab angraiz gay thy to Sae daba kr hissa dal gaye jo aj tk Angraizi nae gaye khoon me se. Oh sorry urdu hai. Apni Amma se pucho. https://twitter.com/chintskap/status/875432946341101568 …,non-hate,"It seems when the British came, they forcefully took a share which even today those who haven't been to England still have in their blood. Oh sorry it's Urdu. Ask your mother.",लगता है जब अंग्रेज़ गए तो साए दबा कर हिस्सा डाले जो आज तक अंग्रेज़ी नहीं गए खून में से। ओह सorry उर्दू है। अपनी आमा से पूछो।
3767,Kashmir solve kar do terrorism khud hi band hojayegi. Y don't u get that?,non-hate,Solve Kashmir and terrorism will end on its own. Don't you get that?,कश्मीर को सुलझा दो तो आतंकवाद खुद ही बंद हो जाएगा। यह तुम नहीं समझ पा रहे?
3768,Aur ap Rape ki,non-hate,And you should be raped,और तुम्हें रायप की
3769,"no...! KHOON and ""Cricket"" KHEL ek sath ni ho sakti h; baki sari khel ho sakti h sath-sath - @AmitShah",non-hate,No...! Bloodshed and 'Cricket' cannot happen together; all other games can coexist - @AmitShah,नहीं...! खून और 'क्रिकेट' एक साथ नहीं हो सकते; बाकी सारे खेल एक साथ हो सकते हैं - @AmitShah
3770,"@narendramodi nahi rape kam huye, na jobs badhe. UP BIHAR JHARKHAND aapse nahi sambhale na sudhare. baatein kar walo aapke logon se khali.",hate,"@narendramodi Neither did rape cases decrease, nor did employment improve. Uttar Pradesh, Bihar, and Jharkhand were neither managed nor improved by you. Your people just talk.","@narendramodi रेप की मामले नहीं हुए, और नौकरियाँ भी बढ़ीं नहीं। आपने उत्तर प्रदेश, बिहार, जहरखंड का संभाल नहीं किया और सुधार नहीं किया। बातें करने वालों से खाली आपके लोग।"
3771,Mujhe tou Pata bhi nhi tha ke INDIANS andhe hain puri duniya KO Pata hai ke Sab se zaida terrorism kis country country me hai....,hate,"I didn't even know that INDIANS are blind, the whole world knows which country has the most terrorism...","मुझे तो पता भी नहीं था कि भारतवासी अंधे हैं, पूरी दुनिया को पता है कि सबसे ज्यादा आतंकवाद किस देश में है...."
3772,oh god.i told u na.first day jab adi ki ek v scene tak nhi hua tha tab se sab bol rahe the aditi i hate u.,hate,"Oh God. I told you, didn't I? From the first day when not even a single scene happened with Adi, everyone was saying 'Aditi, I hate you.'","ओह गॉड। मैंने तो तुझे पहले ही कहा था। पहले दिन जब अदिति का एक वी सीन भी नहीं हुआ था तब से सब कहते थे - 'अदिति, मैं तेरी घृणा करता हूँ।'"
3773,Rape category me tw kal ka match hi top pe hona hai #PAKvINDhttps://twitter.com/srubaar/status/876124135960784896 …,non-hate,The rape category should have yesterday's match at the top #PAKvIND,रेप कैटगरी में तो कल का मैच ही टॉप पे होना चाहिए #PAKvIND https://twitter.com/srubaar/status/876124135960784896 ...
3774,kasam se dil khush ho gaya hai bohat acha kiya in ki reporting to rozana khoon pi rahi the,non-hate,"I swear my heart is happy now, it's really good that they reported them, they were sucking blood daily.",कसम से दिल खुश हो गया है बहुत अच्छा किया इनकी रिपोर्टिंग तो रोजाना खून पी रही थी
3775,Terrorism to ap log hy humreye kasmer bhiyo par zulm kartye ho ap se big terrorism khon ho ga sab se ziyada reap kaha hote hy  rishi sir ... https://twitter.com/chintskap/status/875447907922567170 …,non-hate,"Terrorism towards us, you Kashmiris also commit, but the biggest terrorism will come from you soon, Rishi Sir... https://twitter.com/chintskap/status/875447907922567170","तेर्रोइस्म तो आप लोग ही हमारे कश्मीर में भी अत्याचार करते हो, आप से बड़ा तेर्रोइस्ट कोई नहीं है, सबसे ज्यादा राप कहाँ होता है रिशि साहब... https://twitter.com/chintskap/status/875447907922567170..."
3776,@KapilSharmaK9 bhai mai aapke sath hu aapne unhe banay hum to jante bhi nahi the unhe unki shakal dikhi to t.v switch of hate you sunil all,hate,"@KapilSharmaK9 bro I am with you, you made them while we didn't even know about them, when we saw their face on TV, I turned it off. Hate you Sunil.","@KapilSharmaK9 भाई मैं आपके साथ हूँ, आपने उन्हें बना दिया, हम तो उन्हें भी नहीं जानते थे। उनकी शकल देखकर हमने टीवी को ऑफ़ कर दिया। सुनिल से घृणा है।"
3777,Ye to sahe kaha par matter solve karo ki tumhare bestie kyun hate karte he,non-hate,Let's talk about why your friends hate you.,ये तो सही कहा पर मैटर सॉल्व करो कि तुम्हारे बेस्टिए क्यूँ हैट करते हैं
3778,janha marte ho wanha hi inhe petrol se jala dena chaiye waise v terrorism ka koi jaat ya dharm nhi hota to kyun dena inki body ko priwrwleko,non-hate,"They should be burned with petrol where they die; anyway, terrorism doesn't have any caste or religion, so why give them a proper burial?","जहाँ मरते हो वहीं उन्हें पेट्रोल से जला देना चाहिए, फिर भी तerrorism का कोई जात-धर्म नहीं होता तो क्यूँ इनकी शव परिवर्तन करना"
3779,Or gurur toh bhartiyo ke khoon me h hai..  Gurur krne waale kaam krte h  .. Tbhi gurur h..,non-hate,And pride is in the blood of Indians.. Those who feel proud work accordingly.. That's why they have pride..,और गौरव तो भारतियों के खून में है.. गौरव करने वाला काम करते हैं.. तभी गौरव है..
3780,"Usse kya hota hai, I'm gujju but I hate gujjus",hate,"What does it matter, I'm Gujarati but I hate Gujaratis","उसे क्या होता है, मैं गुजराती हूँ लेकिन मैं गुजरातियों से नफरत करता हूँ"
3781,SIR..PT USHA BHI EK LDKI HAI...PLZ AP SBSE PHLE GIRLS KO RAPE SE BACHA LO..JISSE KAI SARI PT USHA APNE SPNO KI UDAAN BHAR SKE..AN INDIAN,non-hate,SIR..PT USHA IS ALSO A GIRL...PLEASE SAVE THE GIRLS FROM RAPE FIRST..LET EVERYONE FLY WITH THE DREAMS OF PT USHA..AN INDIAN,सर..पीटी उषा भी एक लड़की है...कृपया आप सबसे पहले लड़कियों को रेप से बचाइए..जिससे कई सारी पीटी उषा अपने सपनों की उड़ान भर सकें..एक भारतीय
3782,"Aabay kisi Sasaty Khoon kay Jaraseem jo 3 ghar and Bivi Bhai n cousin ki jobs ki baat hay us ka jawab day khotay,",hate,"Hey, you scumbag who gets by on someone else's blood money, how dare you answer about the houses, wife, brother, and cousins' jobs?","अब किसी ससते खून के जरजम जो 3 घर और बीवी भाई और कजिन की नौकरी की बात है उसका जवाब दे ख़ते,"
3783,kisi rape ki paidawar he tu,non-hate,You are the offspring of rape.,तू किसी रेप का परिणाम है
3784,his hair is like more of Mahi!!! akhir khoon ka asaar ho hi gaya!!! #Ishqbaaazhttps://twitter.com/Muskanrathi10/status/876110194803179520 …,hate,"His hair is more like Mahi's!!! Finally, he has become a bloodstain!!! #Ishqbazz",उसका बाल तो मही से ज्यादा है!!! अखिरखार खून का साव हो गया!!! #इश्कबाज़ https://twitter.com/Muskanrathi10/status/876110194803179520 …
3785,kuch bhi karlo Kashmir to India main hi rahega .Haan Pakistan zaroor tutega. Aur white collared terror ka bhi safaya hoga. @ndtv @BDUTThttps://twitter.com/The_Global_Kmr/status/876113468256133120 …,non-hate,"Do whatever you want, Kashmir will remain in India. Yes, Pakistan will definitely break apart. And there will be a cleanup of white-collar terrorism too. @ndtv @BDUTT https://twitter.com/The_Global_Kmr/status/876113468256133120 ...","कुछ भी करो, कश्मीर तो भारत में ही रहेगा। हाँ पाकिस्तान जरूर टूटेगा। और व्हाइट कॉलर टेरर का भी सफाया होगा।"
3786,@chintskap Acha choro yar Tum log Jeeto aur hazaaron Bar jeeto sirf Terrorism band kar do yar Mujhe haar manzoor hai. We want peace and love https://twitter.com/ANI_news/status/875788989793304576 …,non-hate,"@chintskap Alright guys, win and win thousands of times, just stop terrorism, I accept defeat. We want peace and love https://twitter.com/ANI_news/status/875788989793304576 ...","@chintskap अच्छा छोड़ दो यार, तुम लोग जीतो और हजारों बार जीतो सिर्फ आतंकवाद बंद कर दो यार। मुझे हार मानना ठीक है। हमें शांति और प्रेम चाहिए https://twitter.com/ANI_news/status/875788989793304576 …"
3787,Pakistan me ladkiyo ki kya halat he iska andaza isi baat se lagaya ja sakta he Pak me rape accused ko nhi rape victims ko saza di jati he,hate,"The condition of girls in Pakistan can be gauged by the fact that in Pakistan, those accused of rape are not punished; instead, the victims are punished.",पाकिस्तान में लड़कियों की क्या हालत है इसका अनुमान इसी बात से लगाया जा सकता है पाक में रेप आरोपी को नहीं रेप शिकारी को सजा दी जाती है
3788,Achcha choddo yaar. Tum log Jeeton aur hazaaron Baar jeeton sirf Terrorism bandh kar do yaar. Mujhe haar manzoor... http://fb.me/1fvnLnHrJ ,non-hate,"Okay, forget it, guys. You win and you’ll win thousands of times if you just stop terrorism, man. I accept defeat...",अच्छा छोड़ दो यार। तुम लोग जीतो और हज़ारों बार जीतो सिर्फ आतंकवाद बंद कर दो यार। मुझे हार मान्जूर...
3789,Tu pahle tum jo ghar me rape karte ho uska rate bata,non-hate,Tell me the rate at which you rape in your house first,तुम पहले जो घर में रेप करते हो उसका रेट बताओ
3790,Kulbhushan bhi katega. Phansi pe charha ke bhej dein ge independence day pe.,non-hate,Kulbhushan will also be hanged. They will hang him on Independence Day.,कुलभूषण भी काटेगा। फंसी पे चढ़ा कर इंडिपेंडन्स डे पर भेज दिया जाएगा।
3791,I hate larkon ki awaz change hone wali age!!!,hate,I hate the age when girls' voices start changing!!!,मैं लड़कों की आवाज़ बदलने वाली उम्र से नफरत करता हूँ!!!
3792,"Main Khush Hu ke uski Nafrat ka Akela Waris Hu,",non-hate,I am glad that I am the only heir to his hatred.,मैं खुश हूँ कि मैं उसकी नफरत का अकेला वारिस हूँ
3793,Kiun? Kaan sy khoon nikalwaany ka shoq hai?  and where do u live lol,non-hate,"Who? Even drawing his blood is a shock? And where do you live, lol",क्यों? कान से खून निकलने की खुशी है? और तुम कहाँ रहते हो लोल
3794,"Pahle tum ghar me to rape karna chodo,  bad me India ka dekhna gadho",non-hate,"First, stop raping in your house, then you can talk about India, donkey.","पहले तुम घर में रेप करना छोड़ दो, बाद में इंडिया का देखना गधो"
3795,Agar terrorism chod denge wo to 72 hooron ki pari se kaise milenge?,non-hate,"If they give up terrorism, how will they get their 72 virgins?",अगर वे आतंकवाद छोड़ देंगे तो उन्हें सत्तर हूरों की परी से कैसे मिल पाएंगे?
3796,Bass aa gaya. Aapke jaise ek do aur dost naraaz ho gaye thee. Toh no hate tweet.,non-hate,"Chill, your one or two friends were upset. So, no hate tweet.",बस आ गया। आपके जैसे एक दो और दोस्त नाराज़ हो गए थे। तो कोई घुटना नहीं।
3797,chal tujhy to bar rape krny ka chance mil jata ha naw,hate,"Come on, you'd get plenty of chances to rape her, man.",चल तुझे तो बार-बार रेप करने का मौका मिल जाता है नव
3798,"Choddain gay fir toa terrorism bandh nhi aur be bharr jaega, railway tracks pe aur be bharay bharay bombs maarte peerogay.",non-hate,"Leave them alone, they won't stop terrorism and will spread more, placing bombs on railway tracks and causing big explosions.","छोड़ दिया गया तो तरोताजा आतंकवाद नहीं बन्द होगा और फिर भी बढ़ जाएगा, रेलवे ट्रैक पर और फिर भरपूर बम्ब मारकर प्रगति की जाएगी।"
3799,Nahi Riya ji but agar matter pakistan hota hai to apne aap khoon khoul jata hai bahut Se dard hai saltation Se le kar ab tak,non-hate,"No Riya ji, but if the matter was about Pakistan, I would have exploded with anger. There's so much pain from the partition until now.","नहीं रिया जी, लेकिन अगर मामला पाकिस्तान से जुड़ा होता तो खून चलने लगता, बहुत सा दर्द है, सलाह से लेकर अब तक"
3800,wo gareeb awam ja k army ki god me kyu beithi hai.kyu waha k terror perpetrators ka sath deti hai?,non-hate,Why is the poor public sitting in the lap of the army? Why are they siding with those terrorists?,वह गरीब आवाम आर्मी की गोद में क्यों बैठी है? क्यों वहाँ के टेररपर्पेट्र का साथ देती है?
3801,@chintskap Acha chlo ap jeeto hazar dafa jeeto par meray Kashmir main terrorism band kr do.  #PakistanZindabad,non-hate,"@chintskap Alright, go ahead and win a thousand times, but stop terrorism in my Kashmir. #PakistanZindabad","@chintskap ठीक है, आप हजार बार जीतो, पर मेरे कश्मीर में तख्ता-बंदी कर दो।  #PakistanZindabad"
3802,Rape to pakistan ka hone wala hai Ground pe..Bhai tu apni jaan sambhal k kal raat ko Ghar se na nikle pata nahi koi aapke sir pe Tv tod de.,non-hate,"Rape will happen in Pakistan, on the ground..Bro, take care of yourself and don't leave the house tonight, you never know who might smash a TV on your head.","राप पाकिस्तान का ग्राउंड पे होने वाला है..भाई तू अपनी जान संभाल के कल रात को घर से मत निकल, पता नहीं कोई तेरे सिर पे टीवी टोड़ दे।"
3803,"Gand marne ke liye, chal ab bye chinal ke, kal pure mulk ka bhi rape hojaynga tere wo bhi dekh liyo ok,",non-hate,"Go die, now get lost you Chinese, tomorrow the whole country will be raped too, just wait and see ok.","गंड़ मरने के लिए, चल अब बाय चीन के, कल पूरे मुल्क का भी रेप होजाएगा तेरे वो भी देख लियो ओके"
3804,Peace Ki Baat Karte Hain Jaise Kashmir Me Pakistan Army Terror Kar Rahi Haiii.....Being Human....For Humanity..... pic.twitter.com/mNv94emEn7,hate,We talk about peace as if the Pakistani army is terrorizing in Kashmir... Being human... For humanity...,शांति की बात करते हैं जैसे कश्मीर में पाकिस्तानी सेना आतंकवाद कर रही है...मानवता के लिए...इनसानी ढंग से...
3805,Aap log khud apni behnu ka rape kar rahe ho hamain kya sikhawoge,hate,"You people are raping your own sister, what will you teach us?","आप लोग खुद अपनी बहन का रेप कर रहे हो, हमें क्या सिखाओगे"
3806,Phir to badiya hai ....Voh Kya hai ki Hindustan ke hain na to sirf pyar aur Ekta samajh Aati hai ... yeh nafrat ki soch se confuse hote hain,non-hate,Then it's great.... What is it about being from India that makes people understand only love and unity... they get confused by this hateful thinking,फिर तो बहुत अच्छा है....वो क्या है कि हिंदुस्तान में सिर्फ प्यार और इकता समझ आती है... ये नफ़्रत की सोच से कॉन्फ्यूज़ होते हैं
3807,Haan 15 ek sath pure india ka rape karne ke liye,non-hate,"Yes, I alone can rape the entire country of India.",हाँ 15 को एक साथ पूरे इंडिया का रेप करने के लिए
3808,Mujhe lagta hai kal india mai rape ki ratio bharnay wali hai chal yaar let c tomorrow aur haan izzat bacha k,non-hate,"I think the rape rate in India will increase soon. Come on, let's see what happens tomorrow and save our honor.","मुझे लगता है कल भारत में रेप की अनुपात बढ़ने वाली है, चलो यार आइए कल और हाँ सम्मान बचाकर"
3809,App #kashmir mein terrorism band karo innocent kashmiris ko hr roz shaheed kr rahay ho.,non-hate,"Stop terrorism in Kashmir, you are martyring innocent Kashmiris every day.",अप #कश्मीर में तौरिज़म बंद करो। निर्दोष कश्मीरियों को हर दिन शहीद कर रहे हो।
3810,Are tumhare har gali mohalle mai rape hote hai tumhare yaha ladkio ko nikalna mushkil hai,non-hate,"Are you saying there are rapes in every alley and neighborhood, it's hard to find girls around here?",क्या तुम्हारे हर गली मोहल्ले में रेप होता है? तुम्हारे यहाँ लड़कियों को निकालना मुश्किल है
3811,"Ak ne army pr sawal uthaya ya ni,pr us video ki zarurat ni thi.Ak bhi galat",hate,"But why did the army raise the issue, and there was no need for that video. Even that was wrong.","अक ने आर्मी पर सवाल उठाया या नहीं, लेकिन उस वीडियो की जरूरत नहीं थी। अक भी गलत।"
3812,Aur India rape mukth hone ke liye nirbhaya kand ko yaad karta hai.,hate,And it remembers the Nirbhaya case in the context of making India free from rape.,और भारत को बलात्कार मुक्त होने के लिए निरभया घटना की याद करता है।
3813,It's just a name. There is no help. Haathi ke daant khane ke aur dikhane ke aur. #hate #Flipkart,non-hate,It's just a name. There is no help. Elephants have teeth for eating and for showing. #hate #Flipkart,यह सिर्फ एक नाम है। कोई मदद नहीं है। हाथी के दांत खाने के और दिखाने के होते हैं। #hate #Flipkart
3814,Yogi ji aaj Gorakhpur me fir  ik  nirdosh ka chalan kiya gaya hai .WO bhi murder 302 me aur aur aap kahte hai ki aap yogi hai,non-hate,"Today, another innocent person was framed in Gorakhpur by Yogi ji. And you claim to be a yogi.",योगी जी आज गोरखपुर में फिर एक निर्दोष का चलान किया गया है। वो भी मर्डर 302 में और आप कहते हैं कि आप योगी हैं
3815,Rishi sab har muslim terrorism na he hota agar ap ak ache or samajdar insaan hote to ap ko ye batane ke zarorat na te........,hate,"Rishi, not all Muslims are terrorists. If you were a good and sensible person, there would be no need to tell you this...","ऋषि साब हर मुस्लिम तेरॉरिस्म नहीं होता, अगर आप एक अच्छा और समझदार इंसान होते तो आपको ये बताने की जरूरत नहीं थी।"
3816,"indira Gandhi ko marne wala sikh.Rajiv Gandhi ko marne wali tamil ki thi,to Terrorism ko paida karne waly palny wala khud india haI.mind it https://twitter.com/chintskap/status/875447907922567170 …",hate,"The Sikh who killed Indira Gandhi was from Punjab, and the Tamil who killed Rajiv Gandhi was from Tamil Nadu. India itself is the one who gave birth to terrorism. Mind it.","इंदिरा गांधी को मारने वाला सिख था, राजीव गांधी को मारने वाली तमिल थी, तो आतंकवाद को पैदा करनेवाले पालने वाला खुद भारत है।"
3817,Excuse me Mr rishi kapoor aap na bolne se pehle socha kare terrorism aap log khatam kare humare kashmir per aap log kaise zulum kar rahe hai,non-hate,"Excuse me, Mr. Rishi Kapoor, before you speak, think about how you people have ended terrorism and how you are oppressing our Kashmir.",माफ़ कीजिए मिस्टर रिशि कपूर आप बोलने से पहले सोचिये तत्रयवाद आप लोग ही समाप्त करें हमारे कश्मीर पर आप लोग कैसे जुल्म कर रहे हैं
3818,Media aurpak army ko bhi hum aakele kaise goli khate rahenge mere bharat ke her jawan bhai ko unka half murder bhi nahi chahiye marane ke,non-hate,"Media and even the army, how can we keep taking bullets alone? I don't want even half a murder of every soldier brother in my India.",मीडिया और पाक सेना को हम अकेले कैसे गोली खाते रहेंगे मेरे भारत के हर जवान भाई को उनका आधा भी नहीं चाहिए मारने का
3819,Too much hate haih,hate,There's too much hate.,बहुत ज्यादा घृणा है
3820,Sochne ki baat hai woh ek din bhi agar pakistani zinda na rahe tou duniya se 90% terrorism khatm ho jayega.,non-hate,"Think about it, if Pakistanis didn't exist even for a day, 90% of the world's terrorism would end.","सोचने की बात है, अगर किसी दिन पाकिस्तानी मर जाएँ तो दुनिया से 90% आतंकवाद समाप्त हो जाएगा।"
3821,"India mai baap se phele beta ajata hai Rape se jabi 14th August or 15th August ka difference pata nai, Rape jo bhut huta hai",non-hate,"In India, sons come before fathers. I don’t know the difference between August 14th and 15th, rape has been happening for ages.","इंडिया में बाप से पहले बेटा आता है। रेप से जब 14 अगस्त और 15 अगस्त का फरक पता नहीं, रेप जो भी हुआ है।"
3822,Sir ap raw ko samjha de wo pak mein kalbhoshan jese pithu bhejna band krde terrorism khud khatam hojae gi.umar pachpan ki harkate bachon si https://twitter.com/chintskap/status/875447907922567170 …,non-hate,"Sir, tell them to stop sending kids like cattle to Pakistan, then terrorism will end on its own. These are the actions of a fifteen-year-old child.","सर आप राव को समझा दें वो पाक में कलभोशन जैसे पिठु भेजना बंद कर दे, तब तररी क्खुद ही खतम हो जाएगी। उम्र पचपन की हरकतें बच्चों सी"
3823,ya allah hitler jesa hukmaran de sdo thatta ko sharm nai roz jamah masjid ki light kharab hoti he or ye log ac room se nikulte tuk nai inko,non-hate,"Oh God, rulers like Hitler, they have no shame, every day the lights at Jama Masjid get broken and these people don't even come out of their air-conditioned rooms.","या अल्लाह हिटलर जैसा हुक्मरान दे सो तत्ता को शर्म नहीं आती, रोज़ जमाह मस्जिद की लाइट खराब होती है और ये लोग AC रूम से निकलने तक नहीं चलते"
3824,@rssurjewala jinke khoon mein hai desh or deshwasiyo se gadaari wo hai congress saari.,non-hate,@rssurjewala those who have contempt for the country and its people are all in the Congress.,"@rssurjewala जिनके खून में है देश और देशवासियों से घड़ारी, वही कांग्रेस सारी।"
3825,"Aapki soch ko aap k followers ne bhi reject kar diya. Sirf 1400 kuch logo'n ne pasand ki aur taqreeban 1500 RTs, nafrat chore'n Insan bane'n https://twitter.com/chintskap/status/875447907922567170 …",non-hate,"Your ideology has been rejected by your own followers. Only about 1400 people liked it and almost 1500 retweeted it, people who spread hatred should become human.","आपकी सोच को आपके फॉलोअर्स ने भी रिजेक्ट कर दिया। सिर्फ 1400 कुछ लोगों ने पसंद किया और ताकरीबन 1500 RTs, नफरत छोड़ इंसान बन गए https://twitter.com/chintskap/status/875447907922567170 …"
3826,jinke khoon mein hai desh or deshwasiyo se gadaari wo hai congress saari.,non-hate,Those who have contempt for the country and its people are all in Congress.,"जिनके खून में है देश और देशवासियों से गदारी, वही कांग्रेस सारी है।"
3827,"aik baat tay hai, india ka media jitni hatred dikhata hai Pakistani media nahin dikhata. Game hai, game ki tarah lo",non-hate,"One thing is certain, Indian media shows as much hatred as Pakistani media doesn't. It's a game, take it like a game.","एक बात तो यही है, भारत का मीडिया जितनी घृणा दिखाता है पाकिस्तान का मीडिया ऐसा नहीं दिखाता। गेम है, गेम की तरह लो"
3828,Behen ki loudi tumhare me to legal rape krte h... bhai behen ka chutiya,non-hate,"Your sister’s daughter gets legally raped... man, your sister’s dick",बहन की लौड़ि तुम्हारे साथ तो लिगल रेप करते हैं... भाई बहन का चुटिया
3829,Thatha inka alane unara  kastha mega medha hate pakana pettandi...,non-hate,That damn person deserves to be thrown into the worst hell...,थाली में उनका अलग कर दो फिर उन्हें कस्तूरी मेगा मसाले से हावी बनाओ...
3830,Ab Gujarati janta Ka khoon pee rahe hain,hate,The Gujarati people are drinking blood,अब गुजराती जनता का खून पी रहे हैं
3831,Ye Sab chakkar rajnitee k hain ... Dilon mai nafrat ye log he dalte hain dono country k citizens k ...,non-hate,All these politics are just creating hatred in people's hearts between the citizens of both countries...,ये सब चक्कर राजनीति के हैं... दिलों में नफरत ये लोग ही डालते हैं दोनों देश के नागरिकों के...
3832,"Aur 1971 ka stats dekhna tum saalon, pta chalega kaun kittey gddhey mein hai.",hate,"And look at the 1971 stats, you bastards, it will show who is in which hole.","और 1971 का स्टैट्स देखना तुम सालों, पता चलेगा कौन किन्हीं गद्दों में है।"
3833,Tum paltey ho terrorism ko... 1/2,non-hate,You are a supporter of terrorism...,तुम पलटे हो तर्किब को...
3834,Hahahaha tm Apni ammi or Behan ko dekho aj phr save ghr agai ha ya rape ho gya ha unka?,non-hate,"Hahahaha go look at your mom and sister now, they’re probably back home safe again or have they been raped?",हाहाहा तुम्हें अपनी आमी या बहन को देखो आज फिर से घर में सुरक्षित हैं या उनका बलात्कार हो गया है?
3835,"Sun pehli baat to Rape koi trolling ka hissa nhi hai, ye sharmnak hai chahe koi bhi country ho, lekin saaley tum Pakistani dogley the aur ho",non-hate,"Firstly, rape is not part of any trolling, it's shameful no matter which country it is, but you damn Pakistanis are and will always be dogs.","सुन पहली बात तो रेप कोई ट्रॉलिंग का हिस्सा नहीं है, ये शर्मनाक है चाहे कोई भी कान्ट्री हो, लेकिन साले तुम पाकिस्तानी डोगले थे और हो"
3836,Itna hate laate kahaan se ho?,non-hate,Where does so much hatred come from?,इतना घृणाजनक कहाँ से हो?
